dataset,type,name,ratio,l1,l2,l3
bcc_TaTi,pure,Ti128,1.5820652419475603,11.73569646847302,11.735696684707477,18.566637472817895
bcc_TaTi,alloy,Ta100Ti28,1.7387327814321993,11.828913057435829,11.833134738146281,20.56731890167506
bcc_TaTi,alloy,Ta104Ti24,1.6229165112480866,13.255654179323157,11.521264813437188,18.698050896188818
bcc_TaTi,alloy,Ta108Ti20,1.6244920801719487,13.25858537340759,11.52170913750515,18.71692524392189
bcc_TaTi,alloy,Ta112Ti16,1.625403986918251,13.27351912890432,11.520926234413185,18.726159434406263
bcc_TaTi,alloy,Ta116Ti12,1.626871439164118,11.515861575408136,11.510926071359174,18.726796863823864
bcc_TaTi,alloy,Ta120Ti8,1.731358255134036,11.915236129449786,11.91754737754719,20.629542434594207
bcc_TaTi,alloy,Ta124Ti4,1.6269902538301841,11.53602585384089,13.302532993545235,18.769001632132156
bcc_TaTi,alloy,Ta12Ti116,1.5967852134947411,12.001549995091406,11.636073567677565,18.580310216004534
bcc_TaTi,alloy,Ta16Ti112,1.5952256545104782,11.604372307757236,12.149705028249677,18.511592409825305
bcc_TaTi,alloy,Ta20Ti108,1.59877126105601,11.594340762336843,12.184607682621023,18.536698801714376
bcc_TaTi,alloy,Ta24Ti104,1.6214882149120458,11.488133404157354,11.706165881017446,18.62787292617855
bcc_TaTi,alloy,Ta28Ti100,1.5572404729759508,12.912304566809851,11.581607383736989,18.03534776007235
bcc_TaTi,alloy,Ta32Ti96,1.5674850377002971,12.921080126511447,11.550124282345251,18.104646996155065
bcc_TaTi,alloy,Ta36Ti92,1.5406659749269926,11.596384522931347,13.213871667152953,17.86615506665031
bcc_TaTi,alloy,Ta40Ti88,1.5595829741032106,13.112047765587198,11.560315941469701,18.029271917570075
bcc_TaTi,alloy,Ta44Ti84,1.5677982242185293,13.14811440211703,11.537703004997132,18.088790282795294
bcc_TaTi,alloy,Ta48Ti80,1.5804643833720675,11.524160293481813,13.09942596201114,18.2135248921186
bcc_TaTi,alloy,Ta4Ti124,1.5860487472419984,11.739807457717724,11.735789690326751,18.613534536238305
bcc_TaTi,alloy,Ta56Ti72,1.5823370297054304,13.165119411112334,11.522578444475082,18.23260255037852
bcc_TaTi,alloy,Ta60Ti68,1.5703974212314324,11.541057015970933,11.54154563974501,18.124046176165685
bcc_TaTi,alloy,Ta64Ti64,1.5942256545999391,11.512018639000813,11.506832366130272,18.3444873612658
bcc_TaTi,alloy,Ta68Ti60,1.6077883393871173,13.169078206827514,11.483788636611195,18.46350146192976
bcc_TaTi,alloy,Ta72Ti56,1.6062233005840993,11.497562143119394,11.476732695043669,18.43419546935449
bcc_TaTi,alloy,Ta76Ti52,1.6176551198037727,11.493700650299722,13.205206845601154,18.592843702449297
