x_elem2,fe_raw_meVatom,offset_meVatom,fe_offset_corrected_meVatom
0.90625000,-66.19787216,-83.45719039,17.25931823
0.90625000,-65.24991989,-83.45719039,18.20727050
0.90625000,-63.64488602,-83.45719039,19.81230438
0.90625000,-60.57119370,-83.45719039,22.88599670
0.90625000,-63.92526627,-83.45719039,19.53192413
0.90625000,-64.70727921,-83.45719039,18.74991119
0.90625000,-72.52073288,-83.45719039,10.93645751
0.90625000,-64.37635422,-83.45719039,19.08083618
0.90625000,-65.82021713,-83.45719039,17.63697326
0.90625000,-60.99939346,-83.45719039,22.45779693
0.90625000,-66.46108627,-83.45719039,16.99610412
0.90625000,-68.34745407,-83.45719039,15.10973632
0.90625000,-68.89963150,-83.45719039,14.55755889
0.90625000,-67.85821915,-83.45719039,15.59897125
0.90625000,-68.33505630,-83.45719039,15.12213409
0.90625000,-67.30794907,-83.45719039,16.14924133
0.90625000,-65.66858292,-83.45719039,17.78860748
0.90625000,-61.38849258,-83.45719039,22.06869781
0.90625000,-63.90905380,-83.45719039,19.54813659
0.90625000,-65.10305405,-83.45719039,18.35413635
0.90625000,-66.60032272,-83.45719039,16.85686767
0.90625000,-65.24038315,-83.45719039,18.21680725
0.90625000,-65.60850143,-83.45719039,17.84868896
0.90625000,-64.54515457,-83.45719039,18.91203582
0.90625000,-64.84079361,-83.45719039,18.61639678
0.90625000,-68.25113297,-83.45719039,15.20605743
0.90625000,-61.93399429,-83.45719039,21.52319610
0.90625000,-70.16134262,-83.45719039,13.29584777
0.90625000,-67.01707840,-83.45719039,16.44011199
0.90625000,-67.78860092,-83.45719039,15.66858947
0.90625000,-65.43493271,-83.45719039,18.02225769
0.90625000,-62.65974045,-83.45719039,20.79744995
0.90625000,-60.77337265,-83.45719039,22.68381774
0.90625000,-64.67294693,-83.45719039,18.78424346
